순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"408","국내도서","아무도 빌려주지 않는 인생책","K122831204","9791190382946","03840","수오서재","가우르 고팔 다스 지음, 이나무 옮김","18,000","16,200","1,800","10%","900점","20230130","8340"
"409","국내도서","당신의 세계는 아직도 바다와 빗소리와 작약을 취급하는지","8937409283","9788937409288","04810","민음사","김경미 지음","12,000","10,800","1,200","10%","600점","20230127","5990"
"410","국내도서","자기만의 방 (미니북)","K992635801","9791164450350","04840","더클래식","버지니아 울프 지음, 박혜원 옮김","2,900","2,610","290","10%","140점","20190517","4453"
"411","국내도서","2023 변호사시험법전","8932322775","9788932322773","11360","현암사","현암사 법전부 지음","25,000","23,750","1,250","5%","1,250점","20230221","3820"
"412","국내도서","백점 백곰","K832831533","9791158363963","74810","책읽는곰","김유 지음, 최미란 그림","11,000","9,900","1,100","10%","550점","20230220","3510"
"413","국내도서","일타 스캔들 2","K652831856","9791168125988","04680","위즈덤하우스","양희승.여은호 지음","20,000","18,000","2,000","10%","1,000점","20230412","3340"
"414","국내도서","할아버지 할머니 회춘하다 5","K262831044","9791169793377","","대원씨아이(만화)","아라이도 카기리 지음","5,500","4,950","550","10%","270점","20230222","3170"
"415","국내도서","호밀밭의 파수꾼","8937460475","9788937460470","","민음사","J.D. 샐린저 지음, 정영목 옮김","10,000","9,000","1,000","10%","500점","20230117","79635"
"416","국내도서","체인소 맨 1","K462838363","9791168769984","","학산문화사(만화)","후지모토 타츠키 지음","6,000","5,400","600","10%","300점","20200914","31280"
"417","국내도서","아파트 투자는 사이클이다","K932839336","9791191904048","03320","여의도책방","이현철 지음","20,000","18,000","2,000","10%","1,000점","20221028","30129"
"418","국내도서","마법천자문 56","8950942690","9788950942694","77720","아울북","유대영 지음, 정수영 그림, 강용철 감수","14,000","12,600","1,400","10%","700점","20221228","28075"
"419","국내도서","당신은 사건 현장에 있습니다","8927812972","9788927812975","03030","중앙books(중앙북스)","모데스토 가르시아 지음, 하비 데 카스트로 그림, 엄지영 옮김","28,000","25,200","2,800","10%","1,400점","20220530","27359"
"420","국내도서","봇치·더·록! 1","K232839496","9791169189781","","대원씨아이(만화)","하마지 아키 지음","8,000","7,200","800","10%","400점","20220928","25863"
"421","국내도서","ETS 토익 정기시험 기출종합서 RC 리딩","8917238610","9788917238617","13740","(주)YBM(와이비엠)","ETS 지음","19,800","17,820","1,980","10%","990점","20211213","17948"
"422","국내도서","장단기 투자의 비밀","K512831560","9791191328769","03320","이레미디어","래리 윌리엄스 지음, 이은주 옮김","25,000","22,500","2,500","10%","1,250점","20230127","15185"
"423","국내도서","너에게 닿기를 번외편 ∼운명의 사람∼ 3 (일반판)","K272831582","9791169449984","","대원씨아이(만화)","시이나 카루호 지음","5,000","4,500","500","10%","250점","20230118","13225"
"424","국내도서","블루 록 15","K592831839","9791169478618","","학산문화사(만화)","노무라 유스케 지음, 카네시로 무네유키 원작","6,000","5,400","600","10%","300점","20230215","8640"
"425","국내도서","만화로 보는 일리아스","K212831428","9791157846450","03890","한빛비즈","동사원형 지음","19,500","17,550","1,950","10%","0점","20230215","6450"
"426","국내도서","무기력의 심리학","896596556X","9788965965565","03180","흐름출판","브릿 프랭크 지음, 김두완 옮김","18,000","16,200","1,800","10%","900점","20230213","5460"
"427","국내도서","지옥락 11","K542831832","9791136763990","","서울미디어코믹스(서울문화사)","카쿠 유지 지음, 도영명 옮김","6,000","5,400","600","10%","300점","20230215","5240"
"428","국내도서","박상효의 영문법 콘서트","893158251X","9788931582512","13740","성안당","박상효 지음","15,000","13,500","1,500","10%","750점","20180605","4166"
"429","국내도서","2023 선재국어 실전 봉투 모의고사 1","K522831946","9791169660129","13710","에스티유니타스","이선재 지음","14,500","13,050","1,450","10%","140점","20230305","3170"
"430","국내도서","공정하다는 착각","K092633826","9791164136452","03300","와이즈베리","마이클 샌델 지음, 함규진 옮김","18,000","16,200","1,800","10%","900점","20201201","84833"
"431","국내도서","이토록 공부가 재미있어지는 순간","K562835560","9791130604626","","다산북스","박성혁 지음","15,000","13,500","1,500","10%","750점","20200727","68223"
"432","국내도서","구름빵","K962637315","9791170283836","77810","한솔수북","백희나 글.사진","13,000","11,700","1,300","10%","650점","20041120","61652"
"433","국내도서","불안","8956605599","9788956605593","03840","은행나무","알랭 드 보통 지음, 정영목 옮김","15,000","13,500","1,500","10%","750점","20111228","42815"
"434","국내도서","체인소 맨 5","K622839361","9791169279178","","학산문화사(만화)","후지모토 타츠키 지음","6,000","5,400","600","10%","300점","20210312","28960"
"435","국내도서","찰리 멍거 바이블","K782830929","9791188754748","03320","에프엔미디어","김재현.이건 지음","25,000","22,500","2,500","10%","1,250점","20221220","18770"
"436","국내도서","2023 단기 합격 해커스공기업 NCS 통합 기본서 직업기초능력평가 + 직무수행능력평가","8969653325","9788969653321","13320","해커스공기업","윤종혁 외 지음","23,900","21,510","2,390","10%","1,190점","20230102","13700"
"437","국내도서","2023 소방단기 김동준 소방학개론 FINAL 봉투모의고사 8회 (공/경채)","8952644549","9788952644541","13530","서울고시각","화재공학연구소 지음","16,000","14,400","1,600","10%","800점","20230210","8970"
"438","국내도서","경제기사 궁금증 300문 300답","K192831203","9791191183214","03320","혜다","곽해선 지음","24,000","21,600","2,400","10%","1,200점","20230210","7610"
"439","국내도서","2023 유선배 SQL개발자(SQLD) 과외노트","K222839547","9791138334099","13000","시대고시기획","정미나 지음","23,000","20,700","2,300","10%","1,150점","20230105","6783"
"440","국내도서","언스크립티드 부의 추월차선 완결판","K702532384","9791187444213","13320","토트","엠제이 드마코 지음, 안시열 옮김","19,800","17,820","1,980","10%","990점","20180117","32531"
"441","국내도서","종의 기원","K712635336","9791189198862","04400","사이언스북스","찰스 로버트 다윈 지음, 장대익 옮김, 최재천 감수, 다윈 포럼 기획","22,000","19,800","2,200","10%","1,100점","20190731","29485"
"442","국내도서","2023 써니 행정법총론 기출문제집 - 전2권","K722839710","9791165769505","14360","에스티유니타스","박준철 지음","42,000","37,800","4,200","10%","420점","20221017","24993"
"443","국내도서","다시, 어떻게 읽을 것인가","K922830552","9791167740847","03020","어크로스","나오미 배런 지음, 전병근 옮김","19,800","17,820","1,980","10%","990점","20230105","21570"
"444","국내도서","80세의 벽","K482830131","9791160078671","03510","한즈미디어(한스미디어)","와다 히데키 지음, 김동연 옮김","15,800","14,220","1,580","10%","790점","20221221","11490"
"445","국내도서","열방약국 말기암 통합요법 상담소","K152831485","9791190616881","03510","리더북스","김훈하 지음","15,000","13,500","1,500","10%","750점","20230116","8635"
"446","국내도서","프렌즈 후쿠오카 : 유후인.벳부.키타큐슈","8927879597","9788927879596","14980","중앙books(중앙북스)","정꽃나래.정꽃보라 지음","17,000","15,300","1,700","10%","850점","20230206","6340"
"447","국내도서","감정은 습관이다","K192831580","9791192300467","03180","유노책주","박용철 지음","16,000","14,400","1,600","10%","800점","20230125","4965"
"448","국내도서","도리도리","K832831834","9791192904054","03300","비아북","박순찬 지음","16,000","14,400","1,600","10%","800점","20230217","4920"
"449","국내도서","내가 바퀴벌레를 오해했습니다","8972773727","9788972773726","03830","리드리드출판(한국능률협회)","야나기사와 시즈마 지음, 명다인 옮김","16,800","15,120","1,680","10%","840점","20230320","4340"
"450","국내도서","헤어질 결심 각본","8932474753","9788932474755","03680","을유문화사","박찬욱.정서경 지음","15,000","13,500","1,500","10%","750점","20220805","131776"
"451","국내도서","이 책은 돈 버는 법에 관한 이야기","K752839689","9791189686536","03320","라곰","고명환 지음","16,800","15,120","1,680","10%","840점","20220919","60413"
"452","국내도서","나의 월급 독립 프로젝트 (리마스터 에디션)","8901265508","9788901265506","03320","리더스북","유목민 지음","19,800","17,820","1,980","10%","990점","20221028","29218"
"453","국내도서","상대적이며 절대적인 고양이 백과사전","8932922969","9788932922966","03860","열린책들","베르나르 베르베르 지음, 전미연 옮김","16,800","15,120","1,680","10%","840점","20221220","27415"
"454","국내도서","똑게육아","K432836219","9791197672125","13590","북로스트","로리(김준희) 지음","22,200","19,980","2,220","10%","1,110점","20220223","21264"
"455","국내도서","나 혼자만 레벨업 7 (아크릴 스탠드 + - PET 스탠드 + 포스터 3종 + 홀로그램 북마크 2종 + 엽서 4종 + SD 스티커 2종 + 초판 한정 캐릭터 카드 4종 포함 한정판)","K692831316","9791167770714","04810","디앤씨웹툰비즈","장성락(REDICE STUDIO) 지음, 추공 원작, 현군 각색","35,000","31,500","3,500","10%","1,750점","20230222","18990"
"456","국내도서","너에게 닿기를 번외편 ∼운명의 사람∼ 3 (사각 아크릴 코스터 2종 + 박스 포함 한정판)","K172831582","9791169449991","","대원씨아이(만화)","시이나 카루호 지음","20,000","18,000","2,000","10%","1,000점","20230118","14145"
"457","국내도서","피타고라스 생각 수업","K822831578","9791191104578","03400","유노라이프","이광연 지음","18,500","16,650","1,850","10%","920점","20230117","12005"
"458","국내도서","2023 알기사 정보보안기사 (산업기사) 필기 + 핵심기출 1200제","K272830285","9791162192894","13000","탑스팟","조현준 지음","46,000","41,400","4,600","10%","2,300점","20230210","9710"
"459","국내도서","진짜 하루만에 이해하는 반도체 산업","K912831297","9791191590128","03320","T.W.I.G(티더블유아이지)(주)","박진성 지음","23,800","21,420","2,380","10%","1,190점","20230206","8315"
"460","국내도서","INTP 코드 INTP CODE","K262831384","9791198067791","03320","체인지북스","최웨이.김겨울 지음","21,800","19,620","2,180","10%","1,090점","20230101","5940"
"461","국내도서","살아가는 책","8960907979","9788960907973","03300","마음산책","이은혜 지음","15,000","13,500","1,500","10%","750점","20230220","5030"
"462","국내도서","시크릿","8952206509","9788952206503","03320","살림Biz","론다 번 지음, 김우열 옮김","16,800","15,120","1,680","10%","840점","20070622","115358"
"463","국내도서","아티스트 웨이","8986377454","9788986377453","03600","경당","줄리아 카메론 지음, 임지호 옮김","17,000","15,300","1,700","10%","850점","20120510","34499"
