순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"161","국내도서","한눈에 펼쳐보는 24절기 그림책","K252831584","9791190779999","74000","진선아이","지호진 지음, 이혁 그림","15,000","13,500","1,500","10%","750점","20230124","14840"
"162","국내도서","먼작귀 3","K022831839","9791169449489","","미우(대원씨아이)","나가노 지음","11,000","9,900","1,100","10%","550점","20230215","10230"
"163","국내도서","초거대 위협","8947548774","9788947548779","03320","한국경제신문","누리엘 루비니 지음, 박슬라 옮김","25,000","22,500","2,500","10%","1,250점","20230213","7920"
"164","국내도서","클루지","890109018X","9788901090184","03180","갤리온","개리 마커스 지음, 최호영 옮김","13,800","12,420","1,380","10%","690점","20081124","57568"
"165","국내도서","이은경쌤의 초등어휘일력 365 (스프링)","K162839232","9791192625300","12590","포레스트북스","이은경 지음","18,800","16,920","1,880","10%","940점","20221028","83228"
"166","국내도서","해커스 토익 RC 리딩 READING 토익 기본서 2023 최신개정판","8965424763","9788965424765","13740","해커스어학연구소(Hackers)","데이빗 조 (David Cho) 지음","18,800","16,920","1,880","10%","940점","20230102","45705"
"167","국내도서","사소한 것들이 신경 쓰입니다","K852831427","9791138435925","03830","㈜소미미디어","마스다 미리 지음, 권남희 옮김","14,800","13,320","1,480","10%","740점","20230215","11370"
"168","국내도서","미국인 사용빈도 다반사 영어회화 구동사","8960499951","9788960499959","14740","사람in","김아영.Jennifer Grill 지음","18,000","16,200","1,800","10%","900점","20230202","10990"
"169","국내도서","김밀란 리조또","K352831534","9791130697390","13590","다산라이프","김밀란 지음","20,000","18,000","2,000","10%","1,000점","20230217","6520"
"170","국내도서","부의 추월차선 (10주년 스페셜 에디션)","K352836574","9791187444725","13320","토트","엠제이 드마코 지음, 신소영 옮김","17,500","15,750","1,750","10%","870점","20220204","70911"
"171","국내도서","삶의 목적을 찾는 45가지 방법","K022831747","9791191769357","03190","스노우폭스북스","챗GPT 지음, AI 파파고 옮김, 서진 기획, 셔터스톡 AI 일러스트","17,000","15,300","1,700","10%","850점","20230222","7860"
"172","국내도서","내가 바퀴벌레를 오해했습니다","8972773727","9788972773726","03830","리드리드출판(한국능률협회)","야나기사와 시즈마 지음, 명다인 옮김","16,800","15,120","1,680","10%","840점","20230320","6450"
"173","국내도서","사람을 얻는 지혜 (국내 최초 스페인어 완역본)","K742839951","9791139708967","03840","현대지성","발타자르 그라시안 지음, 김유경 옮김","12,000","10,800","1,200","10%","600점","20221028","69035"
"174","국내도서","부는 어디서 오는가","K212830133","9791192625775","03320","포레스트북스","월리스 D. 와틀스 지음, 이상미 옮김","15,000","13,500","1,500","10%","750점","20221224","41085"
"175","국내도서","2023 심우철 실전 동형 모의고사 Season 1","K142831175","9791162051474","13740","심슨북스","심우철 지음","18,000","16,200","1,800","10%","900점","20230109","16190"
"176","국내도서","하얼빈","895469991X","9788954699914","03810","문학동네","김훈 지음","16,000","14,400","1,600","10%","800점","20220803","203501"
"177","국내도서","진짜 수학 공부법","8969525300","9788969525307","13370","경향BP","류승재 지음","15,000","13,500","1,500","10%","750점","20230125","15680"
"178","국내도서","지무비의 유튜브 엑시트","8950940043","9788950940041","03320","21세기북스","지무비(나현갑) 지음","19,800","17,820","1,980","10%","990점","20230201","17780"
"179","국내도서","조국의 법고전 산책","8997780514","9788997780518","03100","오마이북","조국 지음","22,000","19,800","2,200","10%","1,100점","20221109","95625"
"180","국내도서","지적 대화를 위한 넓고 얕은 지식 2","K912636841","9791190313193","03100","웨일북","채사장 지음","16,000","14,400","1,600","10%","800점","20200201","49374"
"181","국내도서","초판본 어린 왕자 (반양장)","K102734432","9791164455300","03860","더스토리","앙투안 드 생텍쥐페리 지음, 김미정 옮김","3,300","2,970","330","10%","160점","20211004","25034"
"182","국내도서","오늘의 일인분 일식","K782635825","9791188601233","13590","참돌","베터홈 협회 지음, 이진숙 옮김","4,400","3,960","440","10%","220점","20190617","41336"
"183","국내도서","흔한남매의 흔한 호기심 8","K672831283","9791168414822","77400","미래엔아이세움","안치현 지음, 유난희 그림, 이정모 외 감수, 흔한남매 원작","14,000","12,600","1,400","10%","700점","20230119","33025"
"184","국내도서","슬램덩크 완전판 프리미엄 박스판 1~5권 세트 - 전5권","K272831469","9791169447928","","대원씨아이(만화)","이노우에 다케히코 지음","70,000","63,000","7,000","10%","3,500점","20230106","21600"
"185","국내도서","인생을 숙제처럼 살지 않기로 했다","K122831508","9791130696942","03180","다산북스","웃따(나예랑) 지음","17,000","15,300","1,700","10%","850점","20230201","13000"
"186","국내도서","오색 찬란 실패담","8925576937","9788925576930","03810","알에이치코리아(RHK)","정지음 지음","16,500","14,850","1,650","10%","820점","20230224","6380"
"187","국내도서","ETS 토익기출 파트별 VOCA 보카","8917237487","9788917237481","13740","(주)YBM(와이비엠)","ETS 지음","13,000","11,700","1,300","10%","650점","20221223","29815"
"188","국내도서","모든 것은 기본에서 시작한다","K082734846","9791190382502","03810","수오서재","손웅정 지음","16,000","14,400","1,600","10%","800점","20211015","83965"
"189","국내도서","해커스 토익 LC 리스닝 LISTENING 2023 최신개정판","8965424771","9788965424772","13740","해커스어학연구소(Hackers)","데이빗 조 (David Cho) 지음","18,800","16,920","1,880","10%","940점","20230102","37070"
"190","국내도서","부자의 자세","K132839920","9791195763665","13320","좋은연필","제이원 지음","15,000","13,500","1,500","10%","750점","20221013","34438"
"191","국내도서","삶을 바꾸는 질문의 기술","K122831486","9791157688470","03190","동양북스(동양문고)","엘커 비스 지음, 유동익.강재형 옮김","15,800","14,220","1,580","10%","790점","20230120","11775"
"192","국내도서","코스모스","8983711892","9788983711892","03400","사이언스북스","칼 세이건 지음, 홍승수 옮김","19,900","17,910","1,990","10%","990점","20061220","137201"
"193","국내도서","어머니, 사교육을 줄이셔야 합니다","K182831173","9791160023909","03370","메이트북스","정승익 지음","17,000","15,300","1,700","10%","850점","20230117","22440"
"194","국내도서","2023 선재국어 나침판 기출 변형 모의고사","K412831173","9791165769789","13710","에스티유니타스","이선재 지음","19,500","17,550","1,950","10%","190점","20230111","18095"
"195","국내도서","총 균 쇠 (양장)","8970128859","9788970128856","03900","문학사상","제레드 다이아몬드 지음, 김진준 옮김","35,000","31,500","3,500","10%","1,750점","20130305","58749"
"196","국내도서","해커스 토익 실전 1000제 1 RC Reading 문제집 (리딩)","8965425050","9788965425052","13740","해커스어학연구소(Hackers)","해커스어학연구소 지음","11,900","10,710","1,190","10%","590점","20230102","25890"
"197","국내도서","백년 허리 1 : 진단편","K872730815","9791197437304","03510","언탱글링","정선근 지음","18,500","16,650","1,850","10%","920점","20210415","52160"
"198","국내도서","죽음의 수용소에서","8936811541","9788936811549","03180","청아출판사","빅터 프랭클 지음, 이시형 옮김","9,800","8,820","980","10%","490점","20200530","65568"
"199","국내도서","원래 어른이 이렇게 힘든 건가요","K552831284","9791192579405","03810","마인드셋","김종원 지음","16,000","14,400","1,600","10%","800점","20230130","12345"
"200","국내도서","슬램덩크 완전판 프리미엄 박스판 16~20권 세트 - 전5권","K312831469","9791169448116","","대원씨아이(만화)","이노우에 다케히코 지음","70,000","63,000","7,000","10%","3,500점","20230106","20305"
"201","국내도서","슬램덩크 완전판 프리미엄 박스판 21~24권 세트 - 전4권","K332831469","9791169448178","","대원씨아이(만화)","이노우에 다케히코 지음","56,000","50,400","5,600","10%","2,800점","20230106","21525"
"202","국내도서","슬램덩크 완전판 프리미엄 박스판 6~10권 세트 - 전5권","K362831469","9791169447997","","대원씨아이(만화)","이노우에 다케히코 지음","70,000","63,000","7,000","10%","3,500점","20230106","20705"
"203","국내도서","문학을 열다 - 전6권","K932633909","9791165810269","","스푼북","에토프 그림","75,000","67,500","7,500","10%","3,750점","20200910","17740"
"204","국내도서","배니시드","K892831513","9791165346928","03810","팩토리나인","김도윤 지음","15,800","14,220","1,580","10%","790점","20230215","6500"
"205","국내도서","세상의 마지막 기차역","K762837520","9791191043754","03830","모모","무라세 다케시 지음, 김지연 옮김","14,000","12,600","1,400","10%","700점","20220511","82864"
"206","국내도서","슬램덩크 완전판 프리미엄 박스판 11~15권 세트 - 전5권","K392831469","9791169448055","","대원씨아이(만화)","이노우에 다케히코 지음","70,000","63,000","7,000","10%","3,500점","20230106","19720"
"207","국내도서","데일 카네기 자기관리론","K432737052","9791191280333","03320","현대지성","데일 카네기 지음, 임상훈 옮김","11,500","10,350","1,150","10%","570점","20210113","89500"
"208","국내도서","우리는 각자의 세계가 된다","8925577224","9788925577227","03400","알에이치코리아(RHK)","데이비드 이글먼 지음, 김승욱 옮김","22,000","19,800","2,200","10%","1,100점","20221222","30375"
"209","국내도서","2023 이동기 영어 기적의 특강","K172830459","9791169660051","","에스티유니타스","이동기 지음","16,500","14,850","1,650","10%","160점","20221230","21275"
"210","국내도서","사랑하는 소년이 얼음 밑에 살아서","K802831396","9791190999120","02810","시간의흐름","한정원 지음","15,000","13,500","1,500","10%","750점","20230110","20355"
"211","국내도서","2023 수제비 정보처리기사 실기 1권+2권 합본세트 - 전2권","K352831219","9791157677238","14000","건기원","NCS 정보처리기술사 연구회 지음","40,000","36,000","4,000","10%","2,000점","20230215","9690"
"212","국내도서","인간 실격","893746103X","9788937461033","04830","민음사","다자이 오사무 지음, 김춘미 옮김","9,000","8,100","900","10%","450점","20040515","93173"
"213","국내도서","2023 큰별쌤 최태성의 별★별한국사 기출 500제 한국사능력검정시험 심화 (1.2.3급)","K972831381","9791138911832","13910","이투스북","최태성 지음","19,500","17,550","1,950","10%","970점","20230113","37240"
"214","국내도서","열린 어둠","K112830340","9791192579313","03830","모모","렌조 미키히코 저자, 양윤옥 역자","16,800","15,120","1,680","10%","840점","20221221","23230"
